postcode,,,,street_num,,city,State,name,phone,email,,website,Source,Latitude,Longitude
99835,,,,P.O. Box 6407,,Sittka,AK,Sitka Food Co-op,907-752-2335,,,Food for change,,57.062974004,-135.339565907
98273,,,,202 South First Street,,Mount Vernon,WA,Skagit Valley Food Co-op,(360) 336-9777,info@skagitfoodcoop.com,,http://www.skagitfoodcoop.com,https://www.ncg.coop/,48.427297767,-122.329109366
93401,,,,2494 Victoria Avenue,,San Luis Obispo,CA,SLO Food Co-op,(805) 544-7928,,,http://slonaturalfoods.coop/,https://www.ncg.coop/,35.257192227,-120.653341914
98201,,,,2804 Grand Avenue,,Everett,WA,Sno-Isle Food Co-op,(425) 259-3798,info@snoislefoods.coop,,http://www.snoislefoods.coop,https://www.ncg.coop/,47.986635437,-122.204321463
98201,,,,2804 Grand Avenue,,Everett,WA,Sno-Isle Natural Foods Co-op,425 259-3798,,,Food for change,,47.986635437,-122.204321463
19148,,,,2031 South Juniper Street,,Philadelphia,PA,South Philly Food Co-op,(215) 920-1100,,,http://www.southphillyfood.coop,https://www.ncg.coop/,39.919157966,-75.157547605
05068,,,,105 Chelsea Street,,South Royalton,VT,South Royalton Market,802 763-2400,,,Food for change,,43.798830242,-72.511289313
60466,,,,208 Forest Boulevard,,Park Forest,IL,South Suburban Food Co-op Inc,708 747-2256,,,Food for change,,41.473723321,-87.684960139
55033,,,,1250 South Frontage Road,,Hastings,MN,Spiral Food Co-op,(651) 437-2667,,,http://www.spiral.coop,https://www.ncg.coop/,44.725584646,-92.86348554
55033,,,,1250 South Frontage Road,,Hastings,MN,Spiral Natural Foods,651 437-2667,,,Food for change,,44.725584646,-92.86348554
05156,,,,6 Main Street,,Springfield,VT,Springfield Food Co-op,(802) 885-3363,,,http://www.springfieldfood.coop,https://www.ncg.coop/,43.303582352,-72.489595431
05819,,,,490 Portland Street,,St.Johnsbury,VT,St Johnsbury Food Co-op,802 748-9498,,,Food for change,,44.421291544,-71.994311949
56082,,,,228 West Mulberry Street,,St.Peter,MN,St. Peter Food Co-op & Deli,507 934-4880,,,Food for change,,44.331482811,-93.964875516
56082,,,,228 W. Mulberry,,St. Peter,MN,St. Peter Food Co-op and Deli,(507) 934-4880,,,http://www.stpeterfood.coop,https://www.ncg.coop/,44.331482811,-93.964875516
54481,,,,633 2nd Street,,Stevens Point,WI,Stevens Point Area Co-op,715 341-1555,,,Food for change,,44.517650469,-89.575582967
05764,,,,216 Main Street,,Poultney,VT,Stone Valley Community Market,802 287-4550,,,Food for change,,43.518484229,-73.229283461
60302,,,,812 Madison Street,,Oak Park,IL,Sugar Beet Food Co-op,(708) 948-7656,,,http://www.sugarbeet.coop,https://www.ncg.coop/,41.898306738,-87.781437262
32920,,,,6615 North Atlantic Avenue,,Cape Canaveral,FL,Sunseed Food Co-op Inc,321 784-0930,,,Food for change,,28.391443474,-80.603902448
98326,,,,16795 Hwy 112,,Clallam Bay,WA,Sunsets West Coop,360.963.2189,,,Food for change,,48.220278733,-124.392869733
07860,,,,30 Moran Street,,Newton,NJ,Sussex County Food Co-op Inc,973 579-1882,,,Food for change,,41.068529262,-74.796479866
19081,,,,341 Dartmouth Avenue,,Swarthmore,PA,Swarthmore Co-op,610 543-9805,,,Food for change,,39.898757466,-75.346714501
13210,,,,618 Kensington Road,,Syracuse,NY,Syracuse Cooperative Market (Kensington),(315) 472-1385,,,http://www.syracuse.coop,https://www.ncg.coop/,43.035187943,-76.125706677
13202,,,,484 South Salina Street,,Syracuse,NY,Syracuse Cooperative Market (Salina),(315) 552-0029,,,http://www.syracuse.coop,https://www.ncg.coop/,43.042997906,-76.149880255
13210,,,,618 Kensington Road,,Syracuse,NY,Syracuse Real Food Co-op,315 472-1385,,,Food for change,,43.035187943,-76.125706677
98406,,,,3002 6th Ave.,,Tacoma,WA,Tacoma Food Co-op,253 627-3344,,,Food for change,,47.25261878,-122.516140897
20912,,,,201 Ethan Allen Avenue,,Takoma Park,MD,Takoma Park-Silver Spring Food,301 891-2667,,,Food for change,,38.978082763,-76.995841071
21704,,,,5728 Buckeystown Pike #1-B,,Frederick,MD,The Common Market,301 663-3416,,,Food for change,,39.368507404,-77.386652945
21701,,,,927 West Seventh Street,,Frederick,MD,The Common Market (7th Street),(301) 663-3416,cm@commonmarket.coop,,http://www.commonmarket.coop,https://www.ncg.coop/,39.437693572,-77.376888084
21704,,,,"5728 Buckeystown Pike, Unit B-1",,Frederick,MD,The Common Market (RT 85),(301) 663-3416,cm@commonmarket.coop,,http://www.commonmarket.coop,https://www.ncg.coop/,39.368507404,-77.386652945
66044,,,,901 Iowa Street,,Lawrence,KS,The Community Mercantile,785 843-8544,,,Food for change,,38.966925032,-95.23919759
04730,,,,53 Main St.,,Houlton,ME,The County Co-op and Farm Store,207 592-1476,,,Food for change,,46.12444712,-67.859096229
98368,,,,414 Kearney St.,,Port Townsend,WA,The Food Co-op - Port Townsend,(360) 385-2883,,,http://www.foodcoop.coop,https://www.ncg.coop/,48.100064095,-122.801536516
51360,,,,1610 Hill Avenue,,Spirit Lake,IA,The Market Community Co-op,712 336-2520,,,Food for change,,43.425842588,-95.125949643
66101,,,,501 Minnesota Avenue,,Kansas City,KS,The Merc Co+op (KCK),(913) 320-0404,ownerservices@themerc.coop,,http://www.themerc.coop,https://www.ncg.coop/,39.112646376,-94.627867157
66044,,,,901 Iowa Street,,Lawrence,KS,The Merc Co+op (Lawrence),(785) 843-8544,ownerservices@themerc.coop,,https://www.themerc.coop,https://www.ncg.coop/,38.966925032,-95.23919759
98250,,,,775 Mullis St.,,Friday Harbor,WA,The San Juan Island Food Co-op,360-370-5170,,,Food for change,,48.533017425,-123.023287907
37917,,,,1100 North Central Street,,Knoxville,TN,Three Rivers Market,(865) 525-2069,customerservice@threeriversmarket.coop,,http://www.threeriversmarket.coop,https://www.ncg.coop/,35.994593264,-83.918189337
28403,,,,5329 Oleander Drive,,Wilmington,NC,Tidal Creek Cooperative,910 799-2667,,,Food for change,,34.22173936,-77.883745854
28403,,,,5329 Oleander Drive,,Wilmington,NC,Tidal Creek Cooperative Food Market,(910) 799-2667,mail@tidalcreek.coop,,http://www.tidalcreek.coop,https://www.ncg.coop/,34.22173936,-77.883745854
43612,,,,1447 West Sylvania Avenue,,Toledo,OH,"Toledo Natural Food Co-op ""Phoenix""",419 476-3211,,,Food for change,,41.704355518,-83.555057387
66606,,,,503 Southwest Washburn Avenue,,Topeka,KS,Topeka Natural Food Co-op,785 235-2309,,,Food for change,,39.058236367,-95.708150469
20912,,,,201 Ethan Allen Avenue,,Takoma Park,MD,TPSS Co-op,(301) 891-2667,,,http://www.tpss.coop,https://www.ncg.coop/,38.978082763,-76.995841071
53572,,,,517 Springdale Street,,Mount Horeb,WI,Trillium Natural Foods,608 437-5288,,,Food for change,,42.961925818,-89.747690213
11050,,,,382 Main Street,,Port Washington,NY,Twin Pines Food Co-op,516 883-9777,,,Food for change,,40.835264621,-73.695480552
95482,,,,721 South State Street,,Ukiah,CA,Ukiah Natural Foods,707 462-4778,,,Food for change,,39.15484182,-123.207028758
95482,,,,721 South State St.,,Ukiah,CA,Ukiah Natural Foods Co-op,(707) 462-4778,,,http://www.ukiahcoop.com/,https://www.ncg.coop/,39.15484182,-123.207028758
05001,,,,193 N. Main St.,,White River Junction,VT,Upper Valley Food Co-op,(802) 295-5804,,,http://www.uppervalleyfood.coop,https://www.ncg.coop/,43.665144835,-72.366536217
29682,,,,404 State Road S-39-125,,SixMile,,Upstate Food Co-op. SC,864 868-3105,,,Food for change,,34.827769929,-82.834353591
02907,,,,93 Cranston Street,,Providence,RI,Urban Greens Co-op Market,(401) 267-8432,info@urbangreens.com,,http://www.urbangreens.com,https://www.ncg.coop/,41.803193252,-71.424135708
81101,,,,3211 Main St # G,,Alamosa,CO,Valley Food Co-op,719 589-5727,,,Food for change,,37.475158888,-105.873615894
55337,,,,13750 County Road 11,,Burnsville,MN,Valley Natural Foods,(952) 891-1212,,,http://www.valleynaturalfoods.com,https://www.ncg.coop/,44.767997624,-93.273918921
98660,,,,1002 Main St.,,Vancouver,WA,Vancouver Grocery Food Co-op,360 694-8094,,,Food for change,,45.64207742,-122.67951084
12816,,,,1 West Main Street,,Cambridge,NY,Village Store Co-op,518 677-5731,,,Food for change,,43.046594471,-73.383611576
54665,,,,609 N. Main St.,,Viroqua,WI,Viroqua Food Co+op,(608) 637-7511,outreach@viroquafood.coop,,http://www.viroquafood.coop,https://www.ncg.coop/,43.547678306,-90.9016332
54665,,,,609 North Main Street,,Viroqua,WI,Viroqua Food Co-op,608 637-7511,,,Food for change,,43.547678306,-90.9016332
27510,,,,101 East Weaver Street,,Carrboro,NC,Weaver Street Market,919 929-0010,,,Food for change,,35.911420785,-79.08098585
27510,,,,101 East Weaver Street,,Carrboro,NC,Weaver Street Market (Carrboro),(919) 929-0010,,,http://www.weaverstreetmarket.coop,https://www.ncg.coop/,35.911420785,-79.08098585
27516,,,,716 Market Street,,Chapel Hill,NC,Weaver Street Market (Chapel Hill),(919) 929-2009,,,http://www.weaverstreetmarket.coop,https://www.ncg.coop/,35.906340095,-79.098331348
27278,,,,228 South Churton Street,,Hillsborough,NC,Weaver Street Market (Hillsborough),(919) 245-5050,,,http://www.weaverstreetmarket.coop,https://www.ncg.coop/,36.075648652,-79.0872731
27603,,,,404 West Hargett Street,,Raleigh,NC,Weaver Street Market (Raleigh),(919) 429-7800,,,http://www.weaverstreetmarket.coop,https://www.ncg.coop/,35.712835787,-78.661067498
19118,,,,8424 Germantown Avenue,,Philadelphia,PA,Weavers Way Co-op,215 866-9150,,,Food for change,,40.07087989,-75.204804785
19002,,,,217 East Butler Avenue,,Ambler,PA,Weavers Way Co-op (Ambler),(215) 302-5550,contact@weaversway.coop,,http://www.weaversway.coop,https://www.ncg.coop/,40.173695993,-75.212422139
19118,,,,8424 Germantown Avenue,,Philadelphia,PA,Weavers Way Co-op (Chestnut Hill),(215) 843-2350,contact@weaversway.coop,,http://www.weaversway.coop/,https://www.ncg.coop/,40.07087989,-75.204804785
19119,,,,559 Carpenter Lane,,Philadelphia,PA,Weavers Way Co-op (Mt. Airy),(215) 843-2350,contact@weaversway.coop,,http://www.weaversway.coop,https://www.ncg.coop/,40.053385225,-75.18898244
55405,,,,2105 Lyndale Avenue,,Minneapolis,MN,Wedge Community Co-op,612 871-3993,,,Food for change,,44.970760795,-93.30539766
55405,,,,2105 Lyndale Avenue S,,Minneapolis,MN,Wedge Co-op (Lyndale),(612) 871-3993,,,http://www.wedge.coop,https://www.ncg.coop/,44.970760795,-93.30539766
50010,,,,413 Northwestern Ave.,,Ames,IA,Wheatsfield Cooperative,(515) 232-4094,,,http://www.wheatsfield.coop,https://www.ncg.coop/,42.028577445,-93.61556153
78705,,,,3101 Guadalupe St.,,Austin,TX,Wheatsville Co-op (Guadalupe),(512) 478-2667,,,http://www.wheatsville.coop,https://www.ncg.coop/,30.29230365,-97.73903265
78704,,,,4001 South Lamar Boulevard,,Austin,TX,Wheatsville Co-op (South Lamar),(512) 814-2888,,,http://www.wheatsville.coop,https://www.ncg.coop/,30.244401636,-97.761690133
78705,,,,3101 Guadalupe Street,,Austin,TX,Wheatsville food Co-op,512 478-2667,,,Food for change,,30.29230365,-97.73903265
54022,,,,126 South Main Street,,RiverFalls,WI,Whole Earth Co-op,715 425-7971,,,Food for change,,44.854732484,-92.614656555
54022,,,,126 South Main Street,,River Falls,WI,Whole Earth Market Co-op,(715) 425-7971,,,http://www.wemarket.coop,https://www.ncg.coop/,44.854732484,-92.614656555
55805,,,,610 East 4th Street,,Duluth,MN,Whole Foods Co-op,218 728-0884,,,Food for change,,46.798447678,-92.097411388
55807,,,,4426 Grand Avenue,,Duluth,MN,Whole Foods Co-op - Duluth (Denfeld),(218) 728-0884,info@wholefoods.coop,,http://www.wholefoods.coop,https://www.ncg.coop/,46.738419954,-92.170841044
55805,,,,610 E. 4th Street,,Duluth,MN,Whole Foods Co-op - Duluth (Hillside),(218) 728-0884,info@wholefoods.coop,,http://www.wholefoods.coop,https://www.ncg.coop/,46.798447678,-92.097411388
16508,,,,1341 West 26th St.,,Erie,PA,Whole Foods Co-op Association,814 456-0282,,,Food for change,,42.09973689,-80.088016211
01267,,,,320 Main Street,,Williamstown,MA,Wild Oats Cooperative Food Market,413 458-8060,,,Food for change,,42.710013162,-73.202910715
01267,,,,320 Main Street,,Williamstown,MA,Wild Oats Market,(413) 458-8060,,,http://www.wildoats.coop,https://www.ncg.coop/,42.710013162,-73.202910715
06226,,,,91 Valley Street,,Willimantic,CT,Willimantic Food Co-op,(860) 456-3611,willifoodcoop@snet.net,,http://www.willimanticfood.coop,https://www.ncg.coop/,41.713803936,-72.212409412
53703,,,,221 Williamson St.,,Madison,WI,Willy Street Co-op - East,608 251 6776,,,Food for change,,43.077340719,-89.378527332
53703,,,,1221 Williamson Street,,Madison,WI,Willy Street Co-op (East),(608) 251-6776,info@willystreet.coop,,http://www.willystreet.coop,https://www.ncg.coop/,43.077340719,-89.378527332
53704,,,,2817 North Sherman Avenue,,Madison,WI,Willy Street Co-op (North),(608) 471-4422,info@willystreet.coop,,http://www.willystreet.coop,https://www.ncg.coop/,43.11864893,-89.350211729
53562,,,,6825 University Avenue,,Middleton,WI,Willy Street Co-op (West),(608) 284-7800,info@willlystreet.coop,,http://www.willystreet.coop,https://www.ncg.coop/,43.103829049,-89.505975554
53562,,,,6825 University Avenue,,Middleton,WI,Willy Street Co-op—West,608 284-7800,,,Food for change,,43.103829049,-89.505975554
54896,,,,5159 North South Main Street,,Winter,WI,Winter Co-op Store,715 266-2611,,,Food for change,,45.860911205,-90.940195888
56007,,,,1442 West Main Street,,Albert Lea,MN,Wintergreen Natural Foods,507 373-0386,,,Food for change,,43.651481948,-93.361155895
53589,,,,229 East Main Street,,Stoughton,WI,Yahara River Grocery Cooperative,608 877-0947,,,Food for change,,42.926431003,-89.224927009
98597,,,,308 East Yelm Avenue,,Yelm,WA,Yelm Food Co-op,360 400-2210,,,Food for change,,46.862403252,-122.516446593
48198,,,,312 N. River St.,,Ypsilanti,MI,Ypsilanti Food Co-op,(734) 483-1520,,,http://www.ypsifoodcoop.org,https://www.ncg.coop/,42.250880085,-83.593587769
28655,,,,617 Carbon City Road,,Morganton,NC,Opportunity Threas,,,,https://www.opportunitythreads.com/,,35.730280611,-81.701860014
